time,actual,predicted_rf
2020-04-07 14:00:00,32.18,32.196433690464595
2020-04-07 14:05:00,32.18,32.196433690464595
2020-04-07 14:10:00,32.2,32.196433690464595
2020-04-07 14:15:00,32.19,32.197655759726885
2020-04-07 14:20:00,32.19,32.197141129259315
2020-04-07 14:25:00,32.2,32.197141129259315
2020-04-07 14:30:00,32.2,32.197655759726885
2020-04-07 14:35:00,32.21,32.197655759726885
2020-04-07 14:40:00,32.26,32.202439087593966
2020-04-07 14:45:00,32.25,32.25920051537341
2020-04-07 14:50:00,32.29,32.25816355597612
2020-04-07 14:55:00,32.33,32.285317227275165
2020-04-07 15:00:00,32.34,32.315286191303166
2020-04-07 15:05:00,32.35,32.326980625016645
2020-04-07 15:10:00,32.33,32.32623073089286
2020-04-07 15:15:00,32.37,32.3141371196902
2020-04-07 15:20:00,32.3,32.35341569085167
2020-04-07 15:25:00,32.29,32.2854789675794
2020-04-07 15:30:00,32.37,32.28384716097102
2020-04-07 15:35:00,32.36,32.35341569085167
2020-04-07 15:40:00,32.36,32.32774623178515
2020-04-07 15:45:00,32.37,32.32774623178515
2020-04-07 15:50:00,32.38,32.35263660619764
2020-04-07 15:55:00,32.39,32.378908911558696
2020-04-07 16:00:00,32.39,32.38030204002648
2020-04-07 16:05:00,32.38,32.38030204002648
2020-04-07 16:10:00,32.41,32.378657674014505
2020-04-07 16:15:00,32.4,32.40810007578829
2020-04-07 16:20:00,32.39,32.38490310430788
2020-04-07 16:25:00,32.39,32.37999268254552
2020-04-07 16:30:00,32.38,32.37927333073087
2020-04-07 16:35:00,32.4,32.378657674014505
2020-04-07 16:40:00,32.47,32.383915138055094
2020-04-07 16:45:00,32.47,32.49167477708093
2020-04-07 16:50:00,32.48,32.48244324417479
2020-04-07 16:55:00,32.5,32.48179351106266
2020-04-07 17:00:00,32.52,32.49820186806188
2020-04-07 17:05:00,32.53,32.51857893442626
2020-04-07 17:10:00,32.47,32.5266843192185
2020-04-07 17:15:00,32.48,32.472233981720734
2020-04-07 17:20:00,32.5,32.4801261898049
2020-04-07 17:25:00,32.55,32.49719913013744
2020-04-07 17:30:00,32.53,32.56411761226912
2020-04-07 17:35:00,32.53,32.5213860824848
2020-04-07 17:40:00,32.59,32.52614932675997
2020-04-07 17:45:00,32.59,32.59530910893991
2020-04-07 17:50:00,32.59,32.58625404689607
2020-04-07 17:55:00,32.59,32.58412358176322
2020-04-07 18:00:00,32.59,32.58412358176322
2020-04-07 18:05:00,32.64,32.58412358176322
2020-04-07 18:10:00,32.66,32.63480527821528
2020-04-07 18:15:00,32.62,32.64607657222742
2020-04-07 18:20:00,32.61,32.63037322507937
2020-04-07 18:25:00,32.63,32.62415918702074
2020-04-07 18:30:00,32.63,32.63243902618907
2020-04-07 18:35:00,32.66,32.63019238884244
2020-04-07 18:40:00,32.67,32.645895735990486
2020-04-07 18:45:00,32.66,32.667058546974644
2020-04-07 18:50:00,32.69,32.64611883666179
2020-04-07 18:55:00,32.63,32.66913063301291
2020-04-07 19:00:00,32.63,32.62806129714354
2020-04-07 19:05:00,32.64,32.63019238884244
2020-04-07 19:10:00,32.65,32.63019238884244
2020-04-07 19:15:00,32.68,32.644047964139894
2020-04-07 19:20:00,32.7,32.6602203474193
2020-04-07 19:25:00,32.71,32.70816168984126
2020-04-07 19:30:00,32.71,32.72636991116322
2020-04-07 19:35:00,32.71,32.72580227479958
2020-04-07 19:40:00,32.7,32.72541208852061
2020-04-07 19:45:00,32.7,32.70883599397255
2020-04-07 19:50:00,32.7,32.707996173073404
2020-04-07 19:55:00,32.7,32.707996173073404
2020-04-07 20:00:00,32.71,32.707996173073404
2020-04-07 20:05:00,32.7,32.72541675885029
2020-04-07 20:10:00,32.7,32.707996173073404
2020-04-07 20:15:00,32.74,32.707996173073404
2020-04-07 20:20:00,32.75,32.74206759270978
2020-04-07 20:25:00,32.77,32.74788519459603
2020-04-07 20:30:00,32.74,32.78319310134545
2020-04-07 20:35:00,32.78,32.74165166092157
2020-04-07 20:40:00,32.78,32.78580571385108
2020-04-07 20:45:00,32.77,32.78539246133696
2020-04-07 20:50:00,32.78,32.78209520000189
2020-04-07 20:55:00,32.81,32.78539246133696
2020-04-07 21:00:00,32.85,32.794849255797324
2020-04-07 21:05:00,32.87,32.87763190221462
2020-04-07 21:10:00,32.88,32.871667270631086
2020-04-07 21:15:00,32.89,32.870020213712394
2020-04-07 21:20:00,32.91,32.88894775727016
2020-04-07 21:25:00,32.91,32.90121270633158
2020-04-07 21:30:00,32.89,32.90062404194802
2020-04-07 21:35:00,32.92,32.887071724688695
2020-04-07 21:40:00,32.89,32.91070852160631
2020-04-07 21:45:00,32.89,32.887872372836846
2020-04-07 21:50:00,32.88,32.88781707148596
2020-04-07 21:55:00,32.84,32.86557347840813
2020-04-07 22:00:00,32.81,32.812690393329916
2020-04-07 22:05:00,32.75,32.78979817124253
2020-04-07 22:10:00,32.71,32.74475532994488
2020-04-07 22:15:00,32.68,32.72087216456132
2020-04-07 22:20:00,32.61,32.662116748480706
2020-04-07 22:25:00,32.62,32.616728533654985
2020-04-07 22:30:00,32.57,32.62940898371396
2020-04-07 22:35:00,32.56,32.550547607579595
2020-04-07 22:40:00,32.56,32.527498266402866
2020-04-07 22:45:00,32.57,32.553106474948244
2020-04-07 22:50:00,32.56,32.56568908793813
2020-04-07 22:55:00,32.55,32.54057576810686
2020-04-07 23:00:00,32.54,32.5524911744018
2020-04-07 23:05:00,32.53,32.548197309590826
2020-04-07 23:10:00,32.52,32.521531392105345
2020-04-07 23:15:00,32.57,32.51657189581492
2020-04-07 23:20:00,32.54,32.57605275503917
2020-04-07 23:25:00,32.58,32.53874316415968
2020-04-07 23:30:00,32.54,32.57967056028896
2020-04-07 23:35:00,32.55,32.546589605959845
2020-04-07 23:40:00,32.55,32.55577839465152
2020-04-07 23:45:00,32.54,32.55312569016756
2020-04-07 23:50:00,32.52,32.548197309590826
2020-04-07 23:55:00,32.57,32.51390425355902
2020-04-08 00:00:00,32.57,32.57605275503917
2020-04-08 00:05:00,32.53,32.555349625980384
2020-04-08 00:10:00,32.54,32.51097838574113
2020-04-08 00:15:00,32.54,32.55570058270385
2020-04-08 00:20:00,32.53,32.552297320554786
2020-04-08 00:25:00,32.53,32.521531392105345
2020-04-08 00:30:00,32.54,32.52556917002016
2020-04-08 00:35:00,32.47,32.55633509846961
2020-04-08 00:40:00,32.44,32.46958776672111
2020-04-08 00:45:00,32.49,32.457653113544445
2020-04-08 00:50:00,32.48,32.482526080147025
2020-04-08 00:55:00,32.51,32.481266051184015
2020-04-08 01:00:00,32.49,32.498626724821776
2020-04-08 01:05:00,32.46,32.47658944458108
2020-04-08 01:10:00,32.5,32.46039919867569
2020-04-08 01:15:00,32.53,32.49927756746225
2020-04-08 01:20:00,32.55,32.52652852738188
2020-04-08 01:25:00,32.57,32.561829499732134
2020-04-08 01:30:00,32.58,32.56726503227532
2020-04-08 01:35:00,32.59,32.56654602514156
2020-04-08 01:40:00,32.57,32.58540692435483
2020-04-08 01:45:00,32.58,32.561866323402214
2020-04-08 01:50:00,32.58,32.56293118599499
2020-04-08 01:55:00,32.57,32.57293393670916
2020-04-08 02:00:00,32.61,32.561441848494866
2020-04-08 02:05:00,32.58,32.63401640391574
2020-04-08 02:10:00,32.53,32.57338632215707
2020-04-08 02:15:00,32.59,32.51463297168486
2020-04-08 02:20:00,32.54,32.59317864380706
2020-04-08 02:25:00,32.57,32.547724604805765
2020-04-08 02:30:00,32.59,32.56334466300532
2020-04-08 02:35:00,32.62,32.581589728366254
2020-04-08 02:40:00,32.65,32.63480527821528
2020-04-08 02:45:00,32.68,32.64422880037683
2020-04-08 02:50:00,32.62,32.66815339894403
2020-04-08 02:55:00,32.6,32.62921132583539
2020-04-08 03:00:00,32.67,32.57246782724355
2020-04-08 03:05:00,32.65,32.670714915123575
2020-04-08 03:10:00,32.63,32.64300419466692
2020-04-08 03:15:00,32.64,32.62957042854467
2020-04-08 03:20:00,32.66,32.63019238884244
2020-04-08 03:25:00,32.75,32.645895735990486
2020-04-08 03:30:00,32.83,32.75445072771878
2020-04-08 03:35:00,32.78,32.815613007249475
2020-04-08 03:40:00,32.74,32.790673124022135
2020-04-08 03:45:00,32.72,32.743373574802234
2020-04-08 03:50:00,32.67,32.72650673684668
2020-04-08 03:55:00,32.65,32.66598469433925
2020-04-08 04:00:00,32.61,32.64045148702243
2020-04-08 04:05:00,32.6,32.62242423866901
2020-04-08 04:10:00,32.58,32.57650734557939
2020-04-08 04:15:00,32.56,32.562764367820996
2020-04-08 04:20:00,32.52,32.538602252980446
2020-04-08 04:25:00,32.53,32.51478949788238
2020-04-08 04:30:00,32.5,32.52441769943192
2020-04-08 04:35:00,32.48,32.49484946361943
2020-04-08 04:40:00,32.46,32.47487410299619
2020-04-08 04:45:00,32.43,32.46189634198852
2020-04-08 04:50:00,32.43,32.43543334941611
2020-04-08 04:55:00,32.43,32.43543334941611
2020-04-08 05:00:00,32.45,32.437665811955505
2020-04-08 05:05:00,32.39,32.460571498112465
2020-04-08 05:10:00,32.43,32.37195432558485
2020-04-08 05:15:00,32.45,32.438647167439726
2020-04-08 05:20:00,32.45,32.46278626474887
2020-04-08 05:25:00,32.43,32.460849439288936
2020-04-08 05:30:00,32.4,32.437548501595955
2020-04-08 05:35:00,32.37,32.377168935838625
2020-04-08 05:40:00,32.36,32.34299664161356
2020-04-08 05:45:00,32.36,32.321146943329836
2020-04-08 05:50:00,32.39,32.323426913129644
2020-04-08 05:55:00,32.42,32.379840164897594
2020-04-08 06:00:00,32.39,32.40794899173177
2020-04-08 06:05:00,32.4,32.38006817937622
2020-04-08 06:10:00,32.38,32.379190795321335
2020-04-08 06:15:00,32.33,32.37508522027861
2020-04-08 06:20:00,32.35,32.30728995443458
2020-04-08 06:25:00,32.34,32.32189787640945
2020-04-08 06:30:00,32.28,32.323464565421034
2020-04-08 06:35:00,32.25,32.27752076048139
2020-04-08 06:40:00,32.22,32.25406696784417
2020-04-08 06:45:00,32.19,32.19559801547141
2020-04-08 06:50:00,32.17,32.18747990595921
2020-04-08 06:55:00,32.17,32.18179091726857
2020-04-08 07:00:00,32.13,32.18339260987027
2020-04-08 07:05:00,32.13,32.10555612639177
2020-04-08 07:10:00,32.11,32.10555612639177
2020-04-08 07:15:00,32.13,32.086537881719615
2020-04-08 07:20:00,32.13,32.1062578505297
2020-04-08 07:25:00,32.11,32.1062578505297
2020-04-08 07:30:00,32.08,32.086537881719615
2020-04-08 07:35:00,32.12,32.08137922566098
2020-04-08 07:40:00,32.13,32.10189984630935
2020-04-08 07:45:00,32.14,32.1062578505297
2020-04-08 07:50:00,32.14,32.12976918364262
2020-04-08 07:55:00,32.12,32.12976918364262
2020-04-08 08:00:00,32.04,32.10173667282286
2020-04-08 08:05:00,32.02,32.067505370957406
2020-04-08 08:10:00,32.01,32.005109170093064
2020-04-08 08:15:00,32.04,31.979256768549735
2020-04-08 08:20:00,32.09,32.06790352651806
2020-04-08 08:25:00,32.11,32.081777381221634
2020-04-08 08:30:00,32.13,32.08584697883871
2020-04-08 08:35:00,32.08,32.1062578505297
2020-04-08 08:40:00,32.05,32.08347922987684
2020-04-08 08:45:00,32.04,32.07532719748527
2020-04-08 08:50:00,32.03,32.067468129692664
2020-04-08 08:55:00,32.01,32.0198627710633
2020-04-08 09:00:00,31.99,31.980459203614668
2020-04-08 09:05:00,31.97,31.971847808076287
2020-04-08 09:10:00,31.96,31.955986029804727
2020-04-08 09:15:00,31.99,31.952100093955355
2020-04-08 09:20:00,31.96,31.971847808076287
2020-04-08 09:25:00,31.92,31.952100093955355
2020-04-08 09:30:00,31.92,31.941173512416
2020-04-08 09:35:00,31.92,31.941936827419926
2020-04-08 09:40:00,31.94,31.941936827419926
2020-04-08 09:45:00,31.97,31.94647988686585
2020-04-08 09:50:00,31.95,31.956926687283254
2020-04-08 09:55:00,32.0,31.948815674215474
2020-04-08 10:00:00,31.98,31.978560721305342
2020-04-08 10:05:00,31.95,31.96318326870711
2020-04-08 10:10:00,31.95,31.948815674215474
2020-04-08 10:15:00,31.95,31.94825804709683
2020-04-08 10:20:00,31.97,31.94825804709683
2020-04-08 10:25:00,32.03,31.956744378772832
2020-04-08 10:30:00,32.04,32.02569550547364
2020-04-08 10:35:00,32.04,32.07534129295999
2020-04-08 10:40:00,32.04,32.06861404702754
2020-04-08 10:45:00,32.05,32.06861404702754
2020-04-08 10:50:00,32.04,32.077230120808174
2020-04-08 10:55:00,32.02,32.06790352651806
2020-04-08 11:00:00,32.01,32.006311605158
2020-04-08 11:05:00,32.02,31.980459203614668
2020-04-08 11:10:00,32.03,32.006311605158
2020-04-08 11:15:00,32.05,32.020298167888704
2020-04-08 11:20:00,32.07,32.075762594310675
2020-04-08 11:25:00,32.09,32.08121440063646
2020-04-08 11:30:00,32.09,32.08344198861211
2020-04-08 11:35:00,32.06,32.08134198439624
2020-04-08 11:40:00,32.13,32.07841739804556
2020-04-08 11:45:00,32.13,32.10642102401619
2020-04-08 11:50:00,32.12,32.1062578505297
2020-04-08 11:55:00,32.1,32.10173667282286
2020-04-08 12:00:00,32.1,32.086537881719615
2020-04-08 12:05:00,32.12,32.086537881719615
2020-04-08 12:10:00,32.17,32.10173667282286
2020-04-08 12:15:00,32.16,32.203027320908966
2020-04-08 12:20:00,32.15,32.19145214056868
2020-04-08 12:25:00,32.14,32.18906139855045
2020-04-08 12:30:00,32.14,32.12976918364262
2020-04-08 12:35:00,32.14,32.12976918364262
2020-04-08 12:40:00,32.15,32.12976918364262
2020-04-08 12:45:00,32.17,32.190269683434174
2020-04-08 12:50:00,32.16,32.19145214056868
2020-04-08 12:55:00,32.17,32.19145214056868
2020-04-08 13:00:00,32.17,32.19145214056868
2020-04-08 13:05:00,32.21,32.19145214056868
2020-04-08 13:10:00,32.22,32.20297531881372
2020-04-08 13:15:00,32.21,32.206729305075676
2020-04-08 13:20:00,32.26,32.20297531881372
2020-04-08 13:25:00,32.23,32.26034236169734
2020-04-08 13:30:00,32.2,32.25314713080045
2020-04-08 13:35:00,32.26,32.19711952850713
2020-04-08 13:40:00,32.26,32.26684045251925
2020-04-08 13:45:00,32.27,32.25920051537341
2020-04-08 13:50:00,32.27,32.259000171474305
2020-04-08 13:55:00,32.24,32.259000171474305
2020-04-08 14:00:00,32.23,32.25636675207515
2020-04-08 14:05:00,32.27,32.2509023795767
2020-04-08 14:10:00,32.24,32.259000171474305
2020-04-08 14:15:00,32.24,32.255535273556326
2020-04-08 14:20:00,32.26,32.25482863720387
2020-04-08 14:25:00,32.27,32.25766240050211
2020-04-08 14:30:00,32.27,32.25823071306038
2020-04-08 14:35:00,32.29,32.25823071306038
2020-04-08 14:40:00,32.32,32.28384716097102
2020-04-08 14:45:00,32.35,32.311714678882794
2020-04-08 14:50:00,32.37,32.326217195064956
2020-04-08 14:55:00,32.37,32.35263660619764
2020-04-08 15:00:00,32.37,32.35020824359613
2020-04-08 15:05:00,32.37,32.35020824359613
2020-04-08 15:10:00,32.4,32.35020824359613
2020-04-08 15:15:00,32.42,32.384885727413945
2020-04-08 15:20:00,32.42,32.41224920304263
2020-04-08 15:25:00,32.41,32.41133544043158
2020-04-08 15:30:00,32.42,32.40689997903694
2020-04-08 15:35:00,32.44,32.40939861497164
2020-04-08 15:40:00,32.41,32.46590575253867
2020-04-08 15:45:00,32.37,32.405692677451185
2020-04-08 15:50:00,32.37,32.343550781599596
2020-04-08 15:55:00,32.38,32.34700438614452
2020-04-08 16:00:00,32.41,32.37811777519506
2020-04-08 16:05:00,32.45,32.40903121529327
2020-04-08 16:10:00,32.45,32.46711505745607
2020-04-08 16:15:00,32.47,32.46485242271845
2020-04-08 16:20:00,32.48,32.480878209278806
2020-04-08 16:25:00,32.5,32.482263719396
2020-04-08 16:30:00,32.51,32.49747707131391
2020-04-08 16:35:00,32.51,32.49901810112633
2020-04-08 16:40:00,32.5,32.49901810112633
2020-04-08 16:45:00,32.5,32.496732408525716
2020-04-08 16:50:00,32.51,32.496732408525716
2020-04-08 16:55:00,32.52,32.49874015994987
2020-04-08 17:00:00,32.55,32.51703202050346
2020-04-08 17:05:00,32.55,32.56240965647194
2020-04-08 17:10:00,32.54,32.55370584690738
2020-04-08 17:15:00,32.54,32.548777466330634
2020-04-08 17:20:00,32.55,32.55224296152883
2020-04-08 17:25:00,32.58,32.55717134210558
2020-04-08 17:30:00,32.59,32.57898355371855
2020-04-08 17:35:00,32.56,32.58540692435483
2020-04-08 17:40:00,32.64,32.54995909054427
2020-04-08 17:45:00,32.65,32.63950374834444
2020-04-08 17:50:00,32.59,32.64422880037683
2020-04-08 17:55:00,32.63,32.57524123513513
2020-04-08 18:00:00,32.6,32.63405264480056
2020-04-08 18:05:00,32.64,32.58185467440656
2020-04-08 18:10:00,32.66,32.63405264480056
2020-04-08 18:15:00,32.68,32.645895735990486
2020-04-08 18:20:00,32.7,32.66753239054067
2020-04-08 18:25:00,32.69,32.70816168984126
2020-04-08 18:30:00,32.68,32.6704259672806
2020-04-08 18:35:00,32.69,32.667870581026634
2020-04-08 18:40:00,32.71,32.66991969656025
2020-04-08 18:45:00,32.68,32.72541208852061
2020-04-08 18:50:00,32.71,32.66645853790527
2020-04-08 18:55:00,32.71,32.723784632076395
2020-04-08 19:00:00,32.7,32.72530651159754
2020-04-08 19:05:00,32.7,32.707996173073404
2020-04-08 19:10:00,32.72,32.707996173073404
2020-04-08 19:15:00,32.73,32.72708423024127
2020-04-08 19:20:00,32.72,32.73057844852579
2020-04-08 19:25:00,32.68,32.727088900570934
2020-04-08 19:30:00,32.69,32.66645853790527
2020-04-08 19:35:00,32.77,32.66850765343888
2020-04-08 19:40:00,32.76,32.78319310134545
2020-04-08 19:45:00,32.74,32.767889885394304
2020-04-08 19:50:00,32.73,32.742618065682755
2020-04-08 19:55:00,32.75,32.72982677336702
2020-04-08 20:00:00,32.73,32.748301126384234
2020-04-08 20:05:00,32.74,32.73002797555282
2020-04-08 20:10:00,32.76,32.74165166092157
2020-04-08 20:15:00,32.78,32.768303137908426
2020-04-08 20:20:00,32.8,32.785121065021656
2020-04-08 20:25:00,32.76,32.79258702303811
2020-04-08 20:30:00,32.79,32.767889885394304
2020-04-08 20:35:00,32.76,32.78941978686915
2020-04-08 20:40:00,32.77,32.766366499066734
2020-04-08 20:45:00,32.84,32.78250568875802
2020-04-08 20:50:00,32.84,32.83113272672197
2020-04-08 20:55:00,32.83,32.817016647564266
2020-04-08 21:00:00,32.81,32.80541697717887
2020-04-08 21:05:00,32.77,32.79327238872102
2020-04-08 21:10:00,32.8,32.78009585644315
2020-04-08 21:15:00,32.81,32.78788068161955
2020-04-08 21:20:00,32.8,32.7896367932232
2020-04-08 21:25:00,32.77,32.78944627912849
2020-04-08 21:30:00,32.77,32.77954535884304
2020-04-08 21:35:00,32.78,32.78009585644315
2020-04-08 21:40:00,32.78,32.78084604037736
2020-04-08 21:45:00,32.82,32.78084604037736
2020-04-08 21:50:00,32.76,32.81214755276365
2020-04-08 21:55:00,32.78,32.765721044521285
2020-04-08 22:00:00,32.74,32.783121721462905
2020-04-08 22:05:00,32.76,32.739932352533614
2020-04-08 22:10:00,32.77,32.76579026666964
2020-04-08 22:15:00,32.76,32.7774138823358
2020-04-08 22:20:00,32.82,32.76358707306753
2020-04-08 22:25:00,32.8,32.81155247194443
2020-04-08 22:30:00,32.78,32.788749290061325
2020-04-08 22:35:00,32.75,32.78270846894879
2020-04-08 22:40:00,32.8,32.744546857638525
2020-04-08 22:45:00,32.79,32.790054760822315
2020-04-08 22:50:00,32.76,32.78368970614015
2020-04-08 22:55:00,32.75,32.762694059871045
2020-04-08 23:00:00,32.81,32.74137898666406
2020-04-08 23:05:00,32.8,32.793265928510685
2020-04-08 23:10:00,32.79,32.7868868614899
2020-04-08 23:15:00,32.79,32.78555213471157
2020-04-08 23:20:00,32.81,32.78644435295845
2020-04-08 23:25:00,32.78,32.792852675996556
2020-04-08 23:30:00,32.74,32.78084604037736
2020-04-08 23:35:00,32.74,32.73723235504462
2020-04-08 23:40:00,32.74,32.73785289175207
2020-04-08 23:45:00,32.75,32.73705510707765
2020-04-08 23:50:00,32.76,32.745713388100356
2020-04-08 23:55:00,32.76,32.764404512978
2020-04-09 00:00:00,32.78,32.76613429703541
2020-04-09 00:05:00,32.78,32.783121721462905
2020-04-09 00:10:00,32.77,32.78270846894879
2020-04-09 00:15:00,32.76,32.78009585644315
2020-04-09 00:20:00,32.71,32.76283707306753
2020-04-09 00:25:00,32.72,32.72120370536432
2020-04-09 00:30:00,32.74,32.7231586317594
2020-04-09 00:35:00,32.74,32.73941735253361
2020-04-09 00:40:00,32.73,32.736540107077644
2020-04-09 00:45:00,32.72,32.72665350520503
2020-04-09 00:50:00,32.72,32.72562826744491
2020-04-09 00:55:00,32.72,32.72597229781068
2020-04-09 01:00:00,32.75,32.72371443022315
2020-04-09 01:05:00,32.7,32.74264398666405
2020-04-09 01:10:00,32.71,32.70397735392043
2020-04-09 01:15:00,32.66,32.72204228850249
2020-04-09 01:20:00,32.65,32.6402402489792
2020-04-09 01:25:00,32.71,32.63993312617084
2020-04-09 01:30:00,32.68,32.72220022680495
2020-04-09 01:35:00,32.65,32.66389044388553
2020-04-09 01:40:00,32.65,32.63877122692688
2020-04-09 01:45:00,32.65,32.64196712958997
2020-04-09 01:50:00,32.64,32.64196712958997
2020-04-09 01:55:00,32.64,32.62835937226541
2020-04-09 02:00:00,32.65,32.62736516538677
2020-04-09 02:05:00,32.67,32.64190421292331
2020-04-09 02:10:00,32.66,32.66429160571281
2020-04-09 02:15:00,32.7,32.643975085445206
2020-04-09 02:20:00,32.63,32.70583737559892
2020-04-09 02:25:00,32.61,32.62610654966879
2020-04-09 02:30:00,32.58,32.62411642095924
2020-04-09 02:35:00,32.54,32.55691573653895
2020-04-09 02:40:00,32.53,32.535109527366565
2020-04-09 02:45:00,32.52,32.521353117156856
2020-04-09 02:50:00,32.52,32.51657189581492
2020-04-09 02:55:00,32.51,32.51657189581492
2020-04-09 03:00:00,32.51,32.49828003526134
2020-04-09 03:05:00,32.5,32.49828003526134
2020-04-09 03:10:00,32.48,32.49615225178591
2020-04-09 03:15:00,32.49,32.47553868632952
2020-04-09 03:20:00,32.5,32.478376471919866
2020-04-09 03:25:00,32.51,32.49661897339763
2020-04-09 03:30:00,32.52,32.49816000321005
2020-04-09 03:35:00,32.5,32.51645186376364
2020-04-09 03:40:00,32.49,32.49615225178591
2020-04-09 03:45:00,32.47,32.47592486124775
2020-04-09 03:50:00,32.46,32.47383497203698
2020-04-09 03:55:00,32.43,32.46338735615106
2020-04-09 04:00:00,32.41,32.43543334941611
2020-04-09 04:05:00,32.38,32.40052113451823
2020-04-09 04:10:00,32.36,32.37167041502605
2020-04-09 04:15:00,32.33,32.321146943329836
2020-04-09 04:20:00,32.3,32.31059336283088
2020-04-09 04:25:00,32.29,32.28469431765971
2020-04-09 04:30:00,32.28,32.281193381435955
2020-04-09 04:35:00,32.28,32.27661181009703
2020-04-09 04:40:00,32.28,32.276253031478234
